;source;id;title;objectives
4;wicher_contracts;42728;Contract: Jenny o' the Woods;"Talk to the ealdorman of Midcopse. 
Interrogate the witnesses. 
Search the nearby fields using your Witcher Senses. 
Use your Witcher Senses to determine what happened to the dragged body. 
Read the letter you found in the shallow grave. 
Ask the ealdorman about the lovers. 
Find the lovers' meeting spot. 
Burn Zula's letter and the dried blood from the knife. 
Kill the monster. 
Take a trophy from the monster. 
Collect your reward."
5;wicher_contracts;49940;Contract: Lord of the Wood;"Start quest by talking to Brean: 
Investigate the site of the monster's attack. 
Use your Witcher Senses to follow the sounds and find the leshen's totem. 
Lure the leshen out by destroying its totem. 
Kill the leshen. 
Take a trophy. 
If one started the quest by finding the wagon: 
Collect your reward from Brean Hotsch."
6;wicher_contracts;28466;Contract: Missing Brother;"Talk to Bruno. 
Find the missing brother in the mine near the Inn at the Crossroads. 
Explore the mine using your Witcher Senses. 
Find out where the monsters in the mine are coming from using your Witcher Senses. 
Use witcher Signs to destroy all the eggs. 0/12 
Investigate the arachas' lair using your Witcher Senses. 
Kill the arachas. 
Take a trophy from the arachas' body. 
Collect your reward."
7;wicher_contracts;30352;Contract: Missing Miners;"If quest is started at the notice: 
Investigate the area around the missing miners' camp using your Witcher Senses. 
Talk to the rock troll and decide his fate. 
Kill the rock troll. 
If you choose to kill the rock troll: 
If you started the quest at the camp first: 
Spared the troll: 
Collect your reward."
8;wicher_contracts;31540;Contract: Missing Son;"If quest is started through the notice or Odhen: 
Find the fiend's lair using your Witcher Senses. 
Kill the fiend. 
Collect a trophy from the fiend. 
If quest is started by finding the fiend: 
If quest is started through the notice or Odhen: 
Collect your reward from Odhen."
9;wicher_contracts;43014;Contract: Muire D'yaeblen;"If quest is started by talking to Bjorg: 
Investigate the drowners' liar using your Witcher Senses. 
Prepare a potion using drowner pheromones and use it to hide your scent. 
Hide in the water hag's lair and wait for the monster to return. 
Kill the water hag. 
Take a trophy from the water hag. 
If quest is started by finding Abaya first: 
Collect your reward from the shipbuilder."
10;wicher_contracts;49890;Contract: Mysterious Tracks;"Find the notice first: 
Explore the cave using your Witcher Senses. 
Acquire fiend dung to use as bait. 
Prepare some bait based on the alchemy formula. 
Pour the bait around the hill. 4/4 
Wait in the cave for the chort to catch the scent. 
Kill the chort. 
Take a trophy from the chort. 
Found the tracks/cave first: 
Collect your reward for killing the chort."
11;wicher_contracts;49246;Contract: Patrol Gone Missing;"Talk to the contract issuer. 
Go to the abandoned camp. 
Search the area using your Witcher Senses. 
Kill the draconid. 
Take a trophy. 
Return to the Nilfgaardian camp."
12;wicher_contracts;61789;Contract: Phantom of the Trade Route;"Talk to the refugee in Benek first: 
Explore the cave using your Witcher Senses. 
Find the wyvern's nest. 
Destroy the wyvern's nest. 0/2 
Wait for the royal wyvern to take the bait. 
Kill the royal wyvern. 
Take a trophy from the royal wyvern. 
If you didn't talk to the refugee in Benek first: 
Collect your reward."
13;wicher_contracts;50961;Contract: Shrieker;"Start quest from notice: 
Drive the monster out of its lair with a Samum, Grapeshot or Dancing Star bomb. 
Chase down the monster. 
Kill the monster. 
Take a trophy from the shrieker. 
If quest is started from the tracks/cave: 
Collect your reward from the contract issuer."
14;wicher_contracts;40566;Contract: Skellige's Most Wanted;"If Geralt found the contract first: 
Find the site of the monsters' attack. 
Search the attack site using your Witcher Senses. 
Find the place where the boulder started. 
Follow the monster's tracks using your Witcher Senses. 
Go to the conspirators' meeting spot at night. 
If Geralt gives evidence of being merciful to monsters: 
If Geralt doesn't give evidence:"
15;wicher_contracts;43774;Contract: Strange Beast;"If Geralt talks to Thorleif before starting the quest: 
Investigate the ambush site using your Witcher Senses. (25 ) 
Follow the tracks using your Witcher Senses. 
Explore the cave. 
Kill the nekkers in the nest to provoke their pack leader. 
Take a trophy from the nekker warrior. 
If Hagubman is killed before talking to Thorleif: 
Collect your reward."
16;wicher_contracts;41952;Contract: Swamp Thing;"Find the notice first: 
Find out what's killing people in the fog. 
Use the Eye of Nehaleni to see through the illusion. 
Navigate the illusions to find the foglet. 
Use the Eye of Nehaleni to see through the illusion. 
Kill the foglet. 
Take a trophy from the foglet's body. 
Collect the reward for the foglet. 
If you agree to wait a week:"
17;wicher_contracts;40544;Contract: The Apiarian Phantom;"Ask Holofernes Meiersdorf about the contract on the Apiarian Phantom. 
Follow the halfling. 
Examine the area in search of clues using your Witcher Senses. 
Follow the footprints using your Witcher Senses. 
Search the area around the lake using your Witcher Senses. 
Follow the tracks using your Witcher Senses. 
Open the basement. 
Defeat the hound of the Wild Hunt. 
Take a trophy from the hound of the Wild Hunt. 
Collect your reward from Holofernes Meiersdorf."
18;wicher_contracts;25654;Contract: The Beast of Honorton;"Talk to the ealdorman of Honorton about his contract for a witcher. 
Kill the necrophages."
19;wicher_contracts;36739;Contract: The Creature from Oxenfurt Forest;"Start quest by finding the notice: 
If you find the nest during the day: 
Kill the griffin. 
Take a trophy from the griffin. 
Start quest by finding the griffin: 
Collect your reward from Hans."
20;wicher_contracts;41205;Contract: The Griffin from the Highlands;"Find the archgriffin using your Witcher Senses and kill it 
Take a trophy from the archgriffin 
Take the archgriffin trophy to the baron's quartermaster"
21;wicher_contracts;36496;Contract: The Merry Widow;"Start quest from notice: 
Investigate the lair using your Witcher Senses. 
Take the skulls. 
Put the skulls in the cemetery and wait for the grave hag to come. 
Kill the grave hag. 
Take a trophy. 
If quest is started from the hut: 
Collect your reward from the gravedigger."
22;wicher_contracts;38238;Contract: The Mystery of the Byways Murders;"Read the notice: 
Find out what happened in Byways. 
Deal with the ghouls prowling the village. 
Find the surviving villagers. 
Investigate further: 
If Milan was talked to first:"
23;wicher_contracts;36277;Contract: The Oxenfurt Drunk;"Talk to the Redanian officer. 
Talk to the witness. 
Talk to the medic. 
Talk to the innkeep and get drunk in order to bait the katakan. 
Walk around near the tavern in order to provoke the katakan. 
Kill the katakan. 
Track down the katakan using your Witcher Senses. 
Get inside the katakan's hideout. 
Kill the katakan. 
Take a trophy. 
Collect your reward from the Redanian officer."
24;wicher_contracts;42829;Contract: The Phantom of Eldberg;"If you talk to Jorund first: 
Explore the lighthouse using your Witcher Senses. 
If you found the letter: 
Talk to Mikkjal about the penitent. 
Defend Mikkjal from the penitent until he lights the lighthouse brazier. 
Kill the penitent. 
Take a trophy from the penitent. 
If you investigated before talking to Jorund: 
Collect your reward from Jorund."
0;wicher_contracts;45825;A Plea Ignored;"Read the letter you found. 
Find the valuables in the burned-down home using your Witcher Senses."
1;wicher_contracts;45821;An Unfortunate Turn of Events;"Read the letter you found. 
Find the cargo that fell off the ferryman's boat by using your Witcher Senses."
2;wicher_contracts;45824;Battlefield Loot;"Read the notes you found. 
Follow the blood trail from the battlefield to the loot using your Witcher Senses."
3;wicher_contracts;45832;Blood Gold;"Read the letter you found. 
Follow the blood trail using your Witcher Senses to find the hidden treasure."
4;wicher_contracts;45837;Coast of Wrecks (quest);"Read the letter you found. 
Find the cargo using your Witcher Senses. 4/4"
5;wicher_contracts;45842;Deserter Gold;"Read the letter you found. 
Find the deserters' cache using your Witcher Senses."
6;wicher_contracts;45843;Dirty Funds;"Read the letter you found 
Find the bandits' treasure using your Witcher Senses"
7;wicher_contracts;45828;Don't Play with the Gods;"Read the notes you found. 
Search for treasure in the elven ruins using your Witcher Senses."
8;wicher_contracts;45833;Dowry;"Read the letter you found. 
Find the treasure chest using your Witcher Senses."
9;wicher_contracts;45839;Family Fortune;"Read the well-worn letter. 
Find the treasure in the shipwreck using your Witcher Senses."
10;wicher_contracts;45838;Freya Be Praised!;"Read the crumpled note. 
Find the treasure chest using your Witcher Senses."
11;wicher_contracts;45829;Hidden from the World;"Read the letter you found. 
Find the hidden goods mentioned in the letter by using your Witcher Senses."
12;wicher_contracts;55827;Hidden in the Depths;"Read the letter you found. 
Find the treasure hidden in the underwater cave using your Witcher Senses."
13;wicher_contracts;45840;Inheritance;"Read the letter you found. 
Find the treasure chest using your Witcher Senses."
14;wicher_contracts;60198;Ironsides' Treasure;"Read the notes you found. 
Find the sunken treasure using your Witcher Senses."
15;wicher_contracts;45826;Lost Goods;"Read the letter you found. 
Find the lost chest using your Witcher Senses."
16;wicher_contracts;56584;Nilfgaardian Treasure;"Read the notes you found. 
Find the sunken treasure using your Witcher Senses."
17;wicher_contracts;54399;Not Only Eagles Dare;"Read the note you found. 
Find the underwater treasure using your Witcher Senses."
18;wicher_contracts;45836;Out of the Frying Pan, into the Fire;"Read the notes you found. 
Search the dead man's hiding place using your Witcher Senses."
19;wicher_contracts;45841;Pearls of the Coast;"Read the unsent letter. 
Search for treasure on the sea floor using your Witcher Senses."
20;wicher_contracts;60197;Precious Haul;"Read the document you found. 
Find the sunken cargo using your Witcher Senses."
21;wicher_contracts;45830;Queen Zuleyka's Treasure;"Read the letter you found. 
Find the sunken treasure using your Witcher Senses."
22;wicher_contracts;54326;Ruins, Hidden Treasure, You Know...;"Unfold the treasure map. 
Use the map to find the treasure."
23;wicher_contracts;63507;Scavenger Hunt: Bear School Gear;"Find all the diagrams to Bear School witcher gear. 7/7 
Search the ruins of Clan Tuirseach's castle. 
Search the ruins of Fort Etnir. 
Search the ruins of the inn. 
Search the sirens' cave."
24;wicher_contracts;92728;Scavenger Hunt: Bear School Gear/Part 1;"Find the silver sword upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses."
25;wicher_contracts;92729;Scavenger Hunt: Bear School Gear/Part 2;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses."
26;wicher_contracts;92730;Scavenger Hunt: Bear School Gear/Part 3;"Find the silver sword upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses."
27;wicher_contracts;98929;Scavenger Hunt: Bear School Gear/Part 4;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses."
28;wicher_contracts;92743;Scavenger Hunt: Cat School Gear/Part 1;"Find the boots upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
29;wicher_contracts;92744;Scavenger Hunt: Cat School Gear/Part 2;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses."
30;wicher_contracts;92745;Scavenger Hunt: Cat School Gear/Part 3;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
31;wicher_contracts;92746;Scavenger Hunt: Cat School Gear/Part 4;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
32;wicher_contracts;92747;Scavenger Hunt: Griffin School Gear/Part 1;"Find the boots upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses."
33;wicher_contracts;92748;Scavenger Hunt: Griffin School Gear/Part 2;"Find the armor upgrade diagram using your Witcher Senses. 
Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
34;wicher_contracts;92749;Scavenger Hunt: Griffin School Gear/Part 3;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
35;wicher_contracts;92750;Scavenger Hunt: Griffin School Gear/Part 4;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
36;wicher_contracts;92751;Scavenger Hunt: Wolf School Gear/Part 1;"Find the silver sword upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the chest armor upgrade diagram using your Witcher Senses."
37;wicher_contracts;92752;Scavenger Hunt: Wolf School Gear/Part 2;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses."
38;wicher_contracts;92753;Scavenger Hunt: Wolf School Gear/Part 3;"Find the chest armor upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
39;wicher_contracts;92754;Scavenger Hunt: Wolf School Gear/Part 4;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses."
40;wicher_contracts;92755;Scavenger Hunt: Wolf School Gear/Part 5;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the chest armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses."
41;wicher_contracts;92756;Scavenger Hunt: Wolf School Gear/Part 6;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses."
42;wicher_contracts;63418;Shortcut;"Read the notes you found. 
Search for treasure on the bottom of the lake using your Witcher Senses."
43;wicher_contracts;45835;Sunken Chest;"Read the notes you found. 
Find the sunken treasure chest using your Witcher Senses."
44;wicher_contracts;45823;Sunken Treasure;"Read the letter you found. 
Find the sunken treasure using your Witcher Senses."
45;wicher_contracts;38258;Temerian Valuables;"Read the document you found. 
Find the lost Temerian treasure using your Witcher Senses."
46;wicher_contracts;45827;The Dead Have No Defense;"Read the document you found. 
Find the treasure in the catacombs using your Witcher Senses."
47;wicher_contracts;45834;The Things Men Do For Coin...;"Read the letter you found. 
Find the looters' valuables using your Witcher Senses."
48;wicher_contracts;45822;Tough Luck;"Read the letter you found. 
Find valuables near the destroyed wagon using your Witcher Senses."
49;wicher_contracts;44504;Unlucky's Treasure;"Read the document you found on the body. 
Search the area using your Witcher Senses to find the treasure."
50;wicher_contracts;57277;X Marks the Spot;"Unfold the map. 
Follow the map to find the treasure."
0;wicher_contracts;39826;A Mysterious Passenger;Talk to Donar about the ugly creature Skjall saw.
1;wicher_contracts;21769;A Poet Under Pressure;"(Optional) Ask Dijkstra to help rescuing Dandelion 
Meet Zoltan at the site of the ambush 
Use your Witcher Senses to pick up the trail 
Ask if anyone from the camp has seen Dandelion's abductor 
Explore the area in front of the hut in the woods 
Enter the halflings' home via the secret passage 
Free Dandelion 
Defeat the witch hunter 
Untie Dandelion"
2;wicher_contracts;20893;A Princess in Distress;"Find the pellar's goat using the bell and your Witcher Senses. 
Bring the goat to the pellar. 
Use the bell and lead the goat to the pellar. 
If Geralt didn't kill the bear beforehand:"
3;wicher_contracts;40301;Bald Mountain (quest);"Find a way to the mountain's summit. 
Talk to Thecla and get permission to climb the mountain. 
Retrieve the coin Thecla threw in the water by using your Witcher Senses. (300) 
Give the coin to Thecla. 
Travel the path to the peak of Bald Mountain. 
Defeat Fugas. 
Penetrate to the heart of the tree's roots. 
Kill the three Crones. 
Use Blink to strike all three Crones and disturb their spell. 
Find Imlerith. 
Kill Imlerith. (1000 awarded for killing Imlerith) 
Talk to Ciri once you are ready to go to Novigrad."
4;wicher_contracts;24677;Battle Preparations;"Meet Avallac'h on the ship. 
Find the Sunstone. (Starts The Sunstone) 
Pick Fringilla up on the emperor's ship. (Starts Veni Vidi Vigo) 
Find out if Avallac'h's hiding something. (Starts Child of the Elder Blood) 
Help Ciri confront her past. (Starts Skjall's Grave) 
Let Avallac'h know everything's ready."
5;wicher_contracts;24673;Blindingly Obvious;"Go to the fountain near the Passiflora. 
Go to the bathhouse with Triss. 
Look for Philippa in the bathhouse. 
Catch Philippa Eilhart. 
Sneak up on Philippa without making too much noise."
6;wicher_contracts;24671;Blood on the Battlefield;"Talk to Avallac'h about what to do next. (50 ) 
If Geralt chooses snowball fight: 
Return to Ciri when you're ready to hit the road."
7;wicher_contracts;20890;Bloody Baron (quest);"Go to the baron's castle. 
Find the baron. 
If Geralt takes the other way in: 
If Geralt is allowed straight in: 
Talk to the baron."
8;wicher_contracts;20902;Broken Flowers;"Go to the Rosemary and Thyme. 
Help Zoltan chase off the tramps. 
Search the ground floor for clues using your Witcher Senses. 
Read Dandelion's planner. 
Talk to Zoltan. 
Talk to Vespula. 
Talk to Elihal. 
Talk to Marabella. 
Talk to Rosa var Attre. 
Talk to Molly. 
Consult with Zoltan. 
Meet Zoltan in the Kingfisher Inn after sundown. 
Talk to Zoltan."
9;wicher_contracts;39917;Brothers In Arms: Nilfgaard;Talk to Emhyr var Emreis.
10;wicher_contracts;39916;Brothers In Arms: Novigrad;"Talk to Zoltan. 
Talk to Roche. 
Talk to Dijkstra. 
Talk to Triss. 
Help Triss finish what she has to do in Novigrad. 
Help Roche with his problem concerning Ves."
11;wicher_contracts;39918;Brothers In Arms: Skellige;"Talk to Hjalmar. 
Talk to Ermion. 
Talk to Cerys. 
Talk to Crach. 
Help Cerys unravel the riddle of Udalryk's madness. 
Help Hjalmar with his expedition to kill the giant of Undvik. 
Help resolve the matter of succession to the Skellige throne."
12;wicher_contracts;39915;Brothers In Arms: Velen;"Talk to Keira Metz. 
Help Keira take care of her business in Velen."
13;wicher_contracts;24680;Child of the Elder Blood;"Travel to the island where Avallac'h's laboratory is located. 
Talk to Yennefer. 
Wait for the door to open. 
Neutralize the golem. 
Explore Avallac'h's laboratory using your Witcher Senses. 
Talk to Yennefer. 
Talk to Ciri. 
Search the laboratory using your Witcher Senses. 
Meet Ciri outside the laboratory."
14;wicher_contracts;24658;Ciri's Story: Breakneck Speed;"Flee towards Temple Isle. 
Mount another horse."
15;wicher_contracts;20899;Ciri's Story: Fleeing the Bog;Escape from Crookback Bog.
16;wicher_contracts;20895;Ciri's Story: Out of the Shadows;"Kill the basilisk. 
Get to the top of the tower and rescue the baron."
17;wicher_contracts;20891;Ciri's Story: The King of the Wolves;"Follow the riverbed and find help. 
Kill the wolves. 
Follow Gretka. 
Protect Gretka from the wolves. (2x) 
Gather wolfsbane. 
Gather fool's parsley. 
Kill the werewolf."
18;wicher_contracts;20894;Ciri's Story: The Race;Beat the baron in the horse race.
19;wicher_contracts;24656;Ciri's Story: Visiting Junior;"Get on the roof 
Get on the balcony 
Enter through the window to Whoreson Junior's room 
Kill Whoreson Junior 
Escape from Whoreson Junior's hideout"
20;wicher_contracts;24657;Count Reuven's Treasure;"Question Reuven about Dandelion's disappearance without raising any suspicions. 
Return to Dijkstra when you're ready to help him. 
Follow Dijkstra. 
Return to Dijkstra when you're ready. 
Investigate the site of the break-in using your Witcher Senses. 
Follow the current. 
User your Witcher Senses to search the sewer room for evidence. 
Return to the bathhouse and summarize with Dijkstra. 
Look for clues about the thieves in the bathhouse side rooms using your Witcher Senses. 
Go to Margrave Henckel's house. 
Search Margrave Henckel's house using your Witcher Senses. 
Solve the riddle from the mysterious note. 
Investigate the other room using your Witcher Senses. 
Search the hidden room using your Witcher Senses. 
Check what's going on downstairs. 
Meet Triss at the Eternal Fire shrine near the harbor around midnight. 
Follow the witch hunter leader. 
If Geralt failed at any point in the conversations: 
If Geralt successfully got information from Menge: 
Find a way out of the witch hunters' outpost. 
Tell Dijkstra what you learned. 
If Geralt didn't get the information about Dandelion from Menge: 
Talk to Priscilla."
21;wicher_contracts;24659;Destination: Skellige;"Find a boat headed to Skellige. 
Look for the ship's captain at the Golden Sturgeon. 
Sail to Skellige with Captain Wolverstone. 
Defeat the pirates. 
Go to the port near Kaer Trolde. 
Teach Steingrim a lesson. (optionally)"
22;wicher_contracts;24665;Disturbance;"Find and help Yennefer. 
If Geralt rejected Yennefer in The Last Wish (quest) and chooses to argue with Yennefer in the beginning of this quest, she will teleport Geralt to the lake near the Kaer Morhen keep 
Find the source of the magical disturbance using the potestaquisitor. 
Let Yennefer know you removed the source of the disturbance."
23;wicher_contracts;24661;Echoes of the Past;"Meet Yennefer at the site of the magic cataclysm. 
Talk to Yennefer. 
Help Yennefer kill the foglets. 
Follow Yennefer. 
Use the Mask of Uroboros. 
Use the Mask of Uroboros. 
Use the Mask of Uroboros. 
Use the Mask of Uroboros. 
Look for a body."
24;wicher_contracts;20892;Family Matters;"Follow the baron. 
Use your Witcher Senses to search the room. 
Use your Witcher Senses to locate where the scent is coming from. 
Talk to the baron about what you found. 
Find the pellar's hut. 
Talk to the pellar. 
Lead the goat to the pellar. 
Read the bestiary to learn more about botchlings. 
Talk to the baron. 
Save the stable hand and the horses trapped in the burning stable. (only if you choose to) 
Defeat the baron in a fistfight. 
Tell the baron to show you where he buried his child. 
Follow the baron. 
If Geralt kills the botchling: 
If Geralt chooses to make it a lubberkin: 
Look around the fisherman's hut. 
Talk to the baron about his family. 
Find Tamara, the baron's daughter, in Oxenfurt. 
Talk to the baron about Tamara. 
Investigate all remaining leads in Velen and find the Baron's wife. 
Tell the baron what you've learned about Anna."
25;wicher_contracts;24672;Final Preparations;"Help Ciri take care of her business in Novigrad. (Starts Payback) 
Talk to Triss (Starts Blindingly Obvious ) 
Talk to Avallac'h (Starts Through Time and Space ) 
Talk to Yennefer (Starts The Great Escape ) 
Meet Yennefer and the Lodge of Sorceresses at Dandelion's inn"
26;wicher_contracts;20777;Get Junior;"Go to the bathhouse and talk to Sigi Reuven. 
Get undressed and put your clothing in the dresser. 
Follow Happen. 
Defeat the assassins. 
Visit Whoreson Junior's arena. 
Find Whoreson Junior's casino. 
Find Whoreson Junior's hideout. 
Talk to Dijkstra about Whoreson's ties to the Redanians. 
Talk to Vernon Roche in the partisan camp. 
Meet Roche by the bridge in Oxenfurt. 
Enter the chess club with Roche. 
Get inside Whoreson's hideout. 
Kill Whoreson Junior's guards. 
Search the guards' bodies 
The next two objectives are mutually exclusive: 
Search Whoreson Junior's residence. 
Deal with Whoreson Junior (either spare him or kill him) 
Tell Priscilla about your talk with Whoreson Junior."
27;wicher_contracts;20896;Hunting a Witch;"Find the witch on your own or ask the residents of Midcopse about her. 
If Geralt talks to the residents: 
Find the witch's hut. 
Talk to the witch in her hut. 
Search the hut using your Witcher Senses. 
Enter the portal in the witch's hut. 
Find the witch."
28;wicher_contracts;20887;Imperial Audience;"Get dressed and talk to the chamberlain. 
Follow the chamberlain. 
Talk to Yennefer. 
Retrieve your equipment from the chamberlain."
29;wicher_contracts;20888;In Ciri's Footsteps;"Find out if Ciri is in Velen. 
Find out if Ciri is in Novigrad. 
Find out if Ciri is in Skellige."
30;wicher_contracts;20735;Kaer Morhen (quest);"Use your Witcher Senses to find the key to the bedroom door. 
Go to the lower level. 
Talk to Ciri. 
(Optional) Join Ciri in a run along the ramparts down to the lower courtyard. 
(Optional) Draw your sword. 
(Optional) Aim at Vesemir and mark him as your target. 
(Optional) Perform a series of fast attacks. 0/3 
(Optional) Perform a series of strong attacks. 0/3 
(Optional) Perform a series of dodges. 0/2 
(Optional) Roll out of the way of Vesemir's blows. 0/2"
31;wicher_contracts;20842;Ladies of the Wood;"Find the Crones of Crookback Bog. 
Read ""The Ladies of the Wood."" 
Use your Witcher Senses to find the shrine that marks the start of the Trail of Treats. 
Go to the hut and talk to the boy. 
Find a way to lure Gran away from the hut. 
Ask the children in the swamp village about Johnny. 
If Geralt plays hide and seek: 
Look for Johnny in the swamp using your Witcher Senses. 
Find Johnny's footprints. 
Follow Johnny's footprints using your Witcher Senses. 
Lure Johnny out of his burrow. 
Follow Johnny. 
Defeat the monsters. 
Follow Johnny. 
If Geralt hadn't yet retrieved the bottle: 
Give the bottle to Johnny. 
Follow Johnny to the swamp village. 
Defeat the monsters. 
Follow Johnny to the swamp village. 
Talk to the ealdorman of Downwarren about the village's problems. 
If Geralt didn't yet do The Whispering Hillock: 
Solve Downwarren's problem. 
Put the ealdorman's payment on the stone."
32;wicher_contracts;20663;Lilac and Gooseberries;"Kill the ghouls. 
Follow Vesemir. 
Go to the tavern in White Orchard. 
Ask travelers about Yennefer. 
Ask the Nilfgaardians about Yennefer. 
Complete the griffin contract. 
Prepare to leave White Orchard with Vesemir."
33;wicher_contracts;24662;Missing Persons;"Meet Yennefer on Hindarsfjall. (only shows if you didn't go with her right away) 
Follow Yennefer to Lofoten. 
Enter Freya's garden and look for Craven."
34;wicher_contracts;24663;Nameless;"Search for signs of Craven near the sacred tree using your Witcher Senses. 
Follow Craven's footsteps using your Witcher Senses. 
Explore the further parts of the herbarium. 
Use the lever to open the flood gates so you can continue further. 
Jump into the well. 
Get past the barricaded doors. 
Find Craven using your Witcher Senses"
35;wicher_contracts;24668;No Place Like Home;"Proceed to Kaer Morhen's main hall 
Return to the witchers 
Find Eskel using your Witcher Senses (25) 
Examine the source of the noise 
Search Yennefer's trunks 
Put on Yennefer's trousers. (Warning: Be sure to take off equipped trousers before putting on Yennefer's. Otherwise it's very possible the trousers are lost (or located somewhere obscure in Kaer Morhen) after the quest has finished. Taking the trousers off manually allows players to re-equip them from inventory when they resume control.)"
36;wicher_contracts;20901;Novigrad Dreaming;"Find the dreamer in the old house. 
Search the attic. 
Take the doll. 
Examine the drawing. 
Put the doll in the crib. 
Find out why the door slammed shut. 
Examine the oven. 
Make Sarah leave: 
Talk to the dreamer. 
Meet Corinne at the Golden Sturgeon."
37;wicher_contracts;24682;On Thin Ice;"Join Avallac'h and the sorceresses on Undvik. 
Talk to Avallac'h when you're ready to fight. 
Defeat Caranthir. 
Kill Caranthir. 
Swim to the surface. 
Board the Naglfar. 
Kill Eredin. 
Follow Eredin into the portal. 
Find Avallac'h."
38;wicher_contracts;24675;Payback;"Wait for daylight. 
Meet Ciri at the Gildorf market square. 
Go with Ciri to see Whoreson Junior. 
Follow Ciri into Whoreson Junior's hideout. 
Follow Ciri. 
Talk to Valdo. 
Take part in the race. 
Meet Ciri and Aegar near the Novigrad stables. 
Sneak into the stables. 
Find a way to open the stable doors from the inside using your Witcher Senses. 
Calm the horses with the Axii Sign (3 horses)."
39;wicher_contracts;20900;Pyres of Novigrad;"Visit Triss in her house. 
Look for thieves on the main square and carefully follow them. 
Talk with beggars about the King of Beggars. 
Find an entrance into the sewers outside Novigrad. 
Follow the thief to the King of Beggars' hideout. 
Follow the thief to the King of Beggars' hideout. 
Find the King of Beggars' hideout. 
Meet with the King of Beggars. 
Follow Triss. 
Enter the basement. 
Find the secret passage using your Witcher Senses, then open it. 
Find the lost parcel using your Witcher Senses. 
Give Triss the parcel. 
Place rat traps around the warehouse - use your Witcher Senses to guide you. 3/3 
Tell Triss you've completed your task. 
Talk to Triss after she activates the spell. 
Fight the thugs. 
Leave the warehouse."
40;wicher_contracts;24681;Skjall's Grave;Meet Ciri in the Hindarsfjall cemetery.
41;wicher_contracts;30581;Something Ends, Something Begins (quest);"Talk to the werewolf.​​​​​​​ 
(Optional) Follow Berem. 
(Optional) Defeat the hunters. 
Kill the last Crone."
42;wicher_contracts;22057;Tedd Deireadh, The Final Age;"Follow Yennefer. 
Get to the elven tower."
