source;id;title;objectives;objectives_entities
wicher_contracts;92728;Scavenger Hunt: Bear School Gear/Part 1;"Find the silver sword upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses.";xmiscx the silver sword upgrade diagram using your Witcher Senses . xmiscx the boots upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses .
wicher_contracts;92729;Scavenger Hunt: Bear School Gear/Part 2;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses.";xmiscx the gauntlets upgrade diagram using your Witcher Senses . xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the trousers upgrade diagram using your Witcher Senses .
wicher_contracts;92730;Scavenger Hunt: Bear School Gear/Part 3;"Find the silver sword upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses.";xmiscx the silver sword upgrade diagram using your Witcher Senses . xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses .
wicher_contracts;98929;Scavenger Hunt: Bear School Gear/Part 4;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses.";xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses .
wicher_contracts;92743;Scavenger Hunt: Cat School Gear/Part 1;"Find the boots upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the boots upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92744;Scavenger Hunt: Cat School Gear/Part 2;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses.";xmiscx the gauntlets upgrade diagram using your Witcher Senses . xmiscx the trousers upgrade diagram using your Witcher Senses . xmiscx the steel sword upgrade diagram using your Witcher Senses .
wicher_contracts;92745;Scavenger Hunt: Cat School Gear/Part 3;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92746;Scavenger Hunt: Cat School Gear/Part 4;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92747;Scavenger Hunt: Griffin School Gear/Part 1;"Find the boots upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses.";xmiscx the boots upgrade diagram using your Witcher Senses . xmiscx the trousers upgrade diagram using your Witcher Senses . xmiscx the steel sword upgrade diagram using your Witcher Senses .
wicher_contracts;92748;Scavenger Hunt: Griffin School Gear/Part 2;"Find the armor upgrade diagram using your Witcher Senses. 
Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the armor upgrade diagram using your Witcher Senses . xmiscx the gauntlets upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92749;Scavenger Hunt: Griffin School Gear/Part 3;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92750;Scavenger Hunt: Griffin School Gear/Part 4;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the armor upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92751;Scavenger Hunt: Wolf School Gear/Part 1;"Find the silver sword upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the chest armor upgrade diagram using your Witcher Senses.";xmiscx the silver sword upgrade diagram using your Witcher Senses . xmiscx the boots upgrade diagram using your Witcher Senses . xmiscx the chest armor upgrade diagram using your Witcher Senses .
wicher_contracts;92752;Scavenger Hunt: Wolf School Gear/Part 2;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses.";xmiscx the gauntlets upgrade diagram using your Witcher Senses . xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the trousers upgrade diagram using your Witcher Senses .
wicher_contracts;92753;Scavenger Hunt: Wolf School Gear/Part 3;"Find the chest armor upgrade diagram using your Witcher Senses. 
Find the steel sword upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the chest armor upgrade diagram using your Witcher Senses . xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92754;Scavenger Hunt: Wolf School Gear/Part 4;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses.";xmiscx the gauntlets upgrade diagram using your Witcher Senses . xmiscx the boots upgrade diagram using your Witcher Senses . xmiscx the trousers upgrade diagram using your Witcher Senses .
wicher_contracts;92755;Scavenger Hunt: Wolf School Gear/Part 5;"Find the steel sword upgrade diagram using your Witcher Senses. 
Find the chest armor upgrade diagram using your Witcher Senses. 
Find the silver sword upgrade diagram using your Witcher Senses.";xmiscx the steel sword upgrade diagram using your Witcher Senses . xmiscx the chest armor upgrade diagram using your Witcher Senses . xmiscx the silver sword upgrade diagram using your Witcher Senses .
wicher_contracts;92756;Scavenger Hunt: Wolf School Gear/Part 6;"Find the gauntlets upgrade diagram using your Witcher Senses. 
Find the boots upgrade diagram using your Witcher Senses. 
Find the trousers upgrade diagram using your Witcher Senses.";xmiscx the gauntlets upgrade diagram using your Witcher Senses . xmiscx the boots upgrade diagram using your Witcher Senses . xmiscx the trousers upgrade diagram using your Witcher Senses .
wicher_contracts;63418;Shortcut;"Read the notes you found. 
Search for treasure on the bottom of the lake using your Witcher Senses.";Read the notes you found . Search for treasure on the bottom xmiscx the lake using your Witcher Senses .
wicher_contracts;45835;Sunken Chest;"Read the notes you found. 
Find the sunken treasure chest using your Witcher Senses.";Read the notes you found . xmiscx the sunken treasure chest using your Witcher Senses .
wicher_contracts;45823;Sunken Treasure;"Read the letter you found. 
Find the sunken treasure using your Witcher Senses.";Read the letter you found . xmiscx the sunken treasure using your Witcher Senses .
wicher_contracts;38258;Temerian Valuables;"Read the document you found. 
Find the lost Temerian treasure using your Witcher Senses.";Read the document you found . xmiscx the lost xmiscx treasure using your Witcher Senses .
wicher_contracts;45827;The Dead Have No Defense;"Read the document you found. 
Find the treasure in the catacombs using your Witcher Senses.";Read the document you found . xmiscx the treasure in the catacombs using your Witcher Senses .
wicher_contracts;45834;The Things Men Do For Coin...;"Read the letter you found. 
Find the looters' valuables using your Witcher Senses.";Read the letter you found . xmiscx the looters ' valuables using your Witcher Senses .
wicher_contracts;45822;Tough Luck;"Read the letter you found. 
Find valuables near the destroyed wagon using your Witcher Senses.";Read the letter you found . xmiscx valuables near the destroyed wagon using your Witcher Senses .
wicher_contracts;44504;Unlucky's Treasure;"Read the document you found on the body. 
Search the area using your Witcher Senses to find the treasure.";Read the document you found on the body . Search the area using your Witcher Senses to find the treasure .
wicher_contracts;57277;X Marks the Spot;"Unfold the map. 
Follow the map to find the treasure.";Unfold the map . Follow the map to find the treasure .
wicher_contracts;39826;A Mysterious Passenger;Talk to Donar about the ugly creature Skjall saw.;Talk to xperx about the ugly creature xperx saw .
wicher_contracts;21769;A Poet Under Pressure;"(Optional) Ask Dijkstra to help rescuing Dandelion 
Meet Zoltan at the site of the ambush 
Use your Witcher Senses to pick up the trail 
Ask if anyone from the camp has seen Dandelion's abductor 
Explore the area in front of the hut in the woods 
Enter the halflings' home via the secret passage 
Free Dandelion 
Defeat the witch hunter 
Untie Dandelion";( Optional ) Ask xperx to help rescuing xperx Meet xorgx at the site xmiscx the ambush Use your Witcher Senses to pick up the trail Ask if anyone from the camp has seen xperx 's abductor Explore the area in front xmiscx the hut in the woods Enter the halflings ' home via the secret passage Free xperx Defeat the witch hunter Untie xperx
wicher_contracts;20893;A Princess in Distress;"Find the pellar's goat using the bell and your Witcher Senses. 
Bring the goat to the pellar. 
Use the bell and lead the goat to the pellar. 
If Geralt didn't kill the bear beforehand:";xmiscx the pellar 's goat using the bell xorgx your Witcher Senses . Bring the goat to the pellar . Use the bell xorgx lead the goat to the pellar . If xperx did n't kill the bear beforehand :
wicher_contracts;40301;Bald Mountain (quest);"Find a way to the mountain's summit. 
Talk to Thecla and get permission to climb the mountain. 
Retrieve the coin Thecla threw in the water by using your Witcher Senses. (300) 
Give the coin to Thecla. 
Travel the path to the peak of Bald Mountain. 
Defeat Fugas. 
Penetrate to the heart of the tree's roots. 
Kill the three Crones. 
Use Blink to strike all three Crones and disturb their spell. 
Find Imlerith. 
Kill Imlerith. (1000 awarded for killing Imlerith) 
Talk to Ciri once you are ready to go to Novigrad.";xmiscx a way to the mountain 's summit . Talk to xperx xorgx get permission to climb the mountain . Retrieve the coin xperx threw in the water by using your Witcher Senses . ( 300 ) Give the coin to xperx . Travel the path to the peak xmiscx Bald Mountain . Defeat Fugas . Penetrate to the heart xmiscx the tree 's roots . xorgx the three Crones . Use Blink to strike all three Crones xorgx disturb their spell . xmiscx Imlerith . xorgx Imlerith . ( 1000 awarded for killing Imlerith ) Talk to xperx once you are ready to go to xlocx .
wicher_contracts;24677;Battle Preparations;"Meet Avallac'h on the ship. 
Find the Sunstone. (Starts The Sunstone) 
Pick Fringilla up on the emperor's ship. (Starts Veni Vidi Vigo) 
Find out if Avallac'h's hiding something. (Starts Child of the Elder Blood) 
Help Ciri confront her past. (Starts Skjall's Grave) 
Let Avallac'h know everything's ready.";Meet xperx ' h on the ship . xmiscx the xorgx . ( Starts xlocx xorgx ) Pick xperx up on the emperor 's ship . ( Starts Veni Vidi Vigo ) xmiscx out if xperx ' h 's hiding something . ( Starts Child xmiscx the xmiscx Blood ) Help xperx confront her past . ( Starts xperx 's Grave ) Let xperx ' h know everything 's ready .
wicher_contracts;24673;Blindingly Obvious;"Go to the fountain near the Passiflora. 
Go to the bathhouse with Triss. 
Look for Philippa in the bathhouse. 
Catch Philippa Eilhart. 
Sneak up on Philippa without making too much noise.";xperx to the fountain near the xorgx . xperx to the bathhouse with xperx . Look for xperx in the bathhouse . Catch xperx Eilhart . Sneak up on xperx without making too much noise .
wicher_contracts;24671;Blood on the Battlefield;"Talk to Avallac'h about what to do next. (50 ) 
If Geralt chooses snowball fight: 
Return to Ciri when you're ready to hit the road.";Talk to xperx ' h about what to do next . ( 50 ) If xperx chooses snowball fight : Return to xperx when you 're ready to hit the road .
wicher_contracts;20890;Bloody Baron (quest);"Go to the baron's castle. 
Find the baron. 
If Geralt takes the other way in: 
If Geralt is allowed straight in: 
Talk to the baron.";xperx to the baron 's castle . xmiscx the baron . If xperx takes the other way in : If xperx is allowed straight in : Talk to the baron .
wicher_contracts;20902;Broken Flowers;"Go to the Rosemary and Thyme. 
Help Zoltan chase off the tramps. 
Search the ground floor for clues using your Witcher Senses. 
Read Dandelion's planner. 
Talk to Zoltan. 
Talk to Vespula. 
Talk to Elihal. 
Talk to Marabella. 
Talk to Rosa var Attre. 
Talk to Molly. 
Consult with Zoltan. 
Meet Zoltan in the Kingfisher Inn after sundown. 
Talk to Zoltan.";xperx to the Rosemary xorgx Thyme . Help xorgx chase off the tramps . Search the ground floor for clues using your Witcher Senses . Read xperx 's planner . Talk to xorgx . Talk to xperx . Talk to xperx . Talk to xperx . Talk to xperx var xperx . Talk to xperx . Consult with xorgx . Meet xorgx in the xmiscx Inn after sundown . Talk to xorgx .
wicher_contracts;39917;Brothers In Arms: Nilfgaard;Talk to Emhyr var Emreis.;Talk to Emhyr var Emreis .
wicher_contracts;39916;Brothers In Arms: Novigrad;"Talk to Zoltan. 
Talk to Roche. 
Talk to Dijkstra. 
Talk to Triss. 
Help Triss finish what she has to do in Novigrad. 
Help Roche with his problem concerning Ves.";Talk to xorgx . Talk to xperx . Talk to xperx . Talk to xperx . Help xperx finish what she has to do in xlocx . Help xperx with his problem concerning xperx .
wicher_contracts;39918;Brothers In Arms: Skellige;"Talk to Hjalmar. 
Talk to Ermion. 
Talk to Cerys. 
Talk to Crach. 
Help Cerys unravel the riddle of Udalryk's madness. 
Help Hjalmar with his expedition to kill the giant of Undvik. 
Help resolve the matter of succession to the Skellige throne.";Talk to xperx . Talk to xorgx . Talk to xperx . Talk to xperx . Help xperx unravel the riddle xmiscx xlocx 's madness . Help xperx with his expedition to kill the giant xmiscx xlocx . Help resolve the matter xmiscx succession to the xorgx throne .
wicher_contracts;39915;Brothers In Arms: Velen;"Talk to Keira Metz. 
Help Keira take care of her business in Velen.";Talk to xperx Metz . Help xperx take care xmiscx her business in xlocx .
wicher_contracts;24680;Child of the Elder Blood;"Travel to the island where Avallac'h's laboratory is located. 
Talk to Yennefer. 
Wait for the door to open. 
Neutralize the golem. 
Explore Avallac'h's laboratory using your Witcher Senses. 
Talk to Yennefer. 
Talk to Ciri. 
Search the laboratory using your Witcher Senses. 
Meet Ciri outside the laboratory.";Travel to the island where xperx ' h 's laboratory is located . Talk to xorgx . Wait for the door to open . Neutralize the golem . Explore xperx ' h 's laboratory using your Witcher Senses . Talk to xorgx . Talk to xperx . Search the laboratory using your Witcher Senses . Meet xperx outside the laboratory .
wicher_contracts;24658;Ciri's Story: Breakneck Speed;"Flee towards Temple Isle. 
Mount another horse.";Flee towards xlocx Isle . Mount another horse .
wicher_contracts;20899;Ciri's Story: Fleeing the Bog;Escape from Crookback Bog.;xmiscx from Crookback Bog .
wicher_contracts;20895;Ciri's Story: Out of the Shadows;"Kill the basilisk. 
Get to the top of the tower and rescue the baron.";xorgx the basilisk . Get to the top xmiscx the tower xorgx rescue the baron .
wicher_contracts;20891;Ciri's Story: The King of the Wolves;"Follow the riverbed and find help. 
Kill the wolves. 
Follow Gretka. 
Protect Gretka from the wolves. (2x) 
Gather wolfsbane. 
Gather fool's parsley. 
Kill the werewolf.";Follow the riverbed xorgx find help . xorgx the wolves . Follow xperx . Protect xperx from the wolves . ( 2x ) Gather wolfsbane . Gather fool 's parsley . xorgx the werewolf .
wicher_contracts;20894;Ciri's Story: The Race;Beat the baron in the horse race.;Beat the baron in the horse race .
wicher_contracts;24656;Ciri's Story: Visiting Junior;"Get on the roof 
Get on the balcony 
Enter through the window to Whoreson Junior's room 
Kill Whoreson Junior 
Escape from Whoreson Junior's hideout";Get on the roof Get on the balcony Enter through the window to Whoreson Junior 's room xorgx Whoreson Junior xmiscx from Whoreson Junior 's hideout
wicher_contracts;24657;Count Reuven's Treasure;"Question Reuven about Dandelion's disappearance without raising any suspicions. 
Return to Dijkstra when you're ready to help him. 
Follow Dijkstra. 
Return to Dijkstra when you're ready. 
Investigate the site of the break-in using your Witcher Senses. 
Follow the current. 
User your Witcher Senses to search the sewer room for evidence. 
Return to the bathhouse and summarize with Dijkstra. 
Look for clues about the thieves in the bathhouse side rooms using your Witcher Senses. 
Go to Margrave Henckel's house. 
Search Margrave Henckel's house using your Witcher Senses. 
Solve the riddle from the mysterious note. 
Investigate the other room using your Witcher Senses. 
Search the hidden room using your Witcher Senses. 
Check what's going on downstairs. 
Meet Triss at the Eternal Fire shrine near the harbor around midnight. 
Follow the witch hunter leader. 
If Geralt failed at any point in the conversations: 
If Geralt successfully got information from Menge: 
Find a way out of the witch hunters' outpost. 
Tell Dijkstra what you learned. 
If Geralt didn't get the information about Dandelion from Menge: 
Talk to Priscilla.";Question xperx about xperx 's disappearance without raising any suspicions . Return to xperx when you 're ready to help him . Follow xperx . Return to xperx when you 're ready . Investigate the site xmiscx the break-in using your Witcher Senses . Follow the current . User your Witcher Senses to search the sewer room for evidence . Return to the bathhouse xorgx summarize with xperx . Look for clues about the thieves in the bathhouse side rooms using your Witcher Senses . xperx to Margrave xperx 's house . Search Margrave xperx 's house using your Witcher Senses . Solve the riddle from the mysterious note . Investigate the other room using your Witcher Senses . Search the hidden room using your Witcher Senses . Check what 's going on downstairs . Meet xperx at the xmiscx xorgx shrine near the harbor around midnight . Follow the witch hunter leader . If xperx failed at any point in the conversations : If xperx successfully got information from Menge : xmiscx a way out xmiscx the witch hunters ' outpost . Tell xperx what you learned . If xperx did n't get the information about xperx from Menge : Talk to xperx .
wicher_contracts;24659;Destination: Skellige;"Find a boat headed to Skellige. 
Look for the ship's captain at the Golden Sturgeon. 
Sail to Skellige with Captain Wolverstone. 
Defeat the pirates. 
Go to the port near Kaer Trolde. 
Teach Steingrim a lesson. (optionally)";xmiscx a boat headed to xorgx . Look for the ship 's captain at the xlocx Sturgeon . Sail to xorgx with Captain xperx . Defeat the pirates . xperx to the port near Kaer Trolde . Teach xperx a lesson . ( optionally )
wicher_contracts;24665;Disturbance;"Find and help Yennefer. 
If Geralt rejected Yennefer in The Last Wish (quest) and chooses to argue with Yennefer in the beginning of this quest, she will teleport Geralt to the lake near the Kaer Morhen keep 
Find the source of the magical disturbance using the potestaquisitor. 
Let Yennefer know you removed the source of the disturbance.";xmiscx xorgx help xorgx . If xperx rejected xorgx in xlocx Last Wish ( quest ) xorgx chooses to argue with xorgx in the beginning xmiscx this quest , she will teleport xperx to the lake near the Kaer Morhen keep xmiscx the source xmiscx the magical disturbance using the potestaquisitor . Let xorgx know you removed the source xmiscx the disturbance .
wicher_contracts;24661;Echoes of the Past;"Meet Yennefer at the site of the magic cataclysm. 
Talk to Yennefer. 
Help Yennefer kill the foglets. 
Follow Yennefer. 
Use the Mask of Uroboros. 
Use the Mask of Uroboros. 
Use the Mask of Uroboros. 
Use the Mask of Uroboros. 
Look for a body.";Meet xorgx at the site xmiscx the magic cataclysm . Talk to xorgx . Help xorgx kill the foglets . Follow xorgx . Use the xmiscx xmiscx Uroboros . Use the xmiscx xmiscx Uroboros . Use the xmiscx xmiscx Uroboros . Use the xmiscx xmiscx Uroboros . Look for a body .
wicher_contracts;20892;Family Matters;"Follow the baron. 
Use your Witcher Senses to search the room. 
Use your Witcher Senses to locate where the scent is coming from. 
Talk to the baron about what you found. 
Find the pellar's hut. 
Talk to the pellar. 
Lead the goat to the pellar. 
Read the bestiary to learn more about botchlings. 
Talk to the baron. 
Save the stable hand and the horses trapped in the burning stable. (only if you choose to) 
Defeat the baron in a fistfight. 
Tell the baron to show you where he buried his child. 
Follow the baron. 
If Geralt kills the botchling: 
If Geralt chooses to make it a lubberkin: 
Look around the fisherman's hut. 
Talk to the baron about his family. 
Find Tamara, the baron's daughter, in Oxenfurt. 
Talk to the baron about Tamara. 
Investigate all remaining leads in Velen and find the Baron's wife. 
Tell the baron what you've learned about Anna.";Follow the baron . Use your Witcher Senses to search the room . Use your Witcher Senses to locate where the scent is coming from . Talk to the baron about what you found . xmiscx the pellar 's hut . Talk to the pellar . Lead the goat to the pellar . Read the bestiary to learn more about botchlings . Talk to the baron . Save the stable hand xorgx the horses trapped in the burning stable . ( only if you choose to ) Defeat the baron in a fistfight . Tell the baron to show you where he buried his child . Follow the baron . If xperx kills the botchling : If xperx chooses to make it a lubberkin : Look around the fisherman 's hut . Talk to the baron about his family . xmiscx xperx , the baron 's daughter , in xlocx . Talk to the baron about xperx . Investigate all remaining leads in xlocx xorgx find the Baron 's wife . Tell the baron what you 've learned about xperx .
wicher_contracts;24672;Final Preparations;"Help Ciri take care of her business in Novigrad. (Starts Payback) 
Talk to Triss (Starts Blindingly Obvious ) 
Talk to Avallac'h (Starts Through Time and Space ) 
Talk to Yennefer (Starts The Great Escape ) 
Meet Yennefer and the Lodge of Sorceresses at Dandelion's inn";Help xperx take care xmiscx her business in xlocx . ( Starts Payback ) Talk to xperx ( Starts Blindingly Obvious ) Talk to xperx ' h ( Starts Through Time xorgx Space ) Talk to xorgx ( Starts xlocx Great xmiscx ) Meet xorgx xorgx the Lodge xmiscx Sorceresses at xperx 's inn
wicher_contracts;20777;Get Junior;"Go to the bathhouse and talk to Sigi Reuven. 
Get undressed and put your clothing in the dresser. 
Follow Happen. 
Defeat the assassins. 
Visit Whoreson Junior's arena. 
Find Whoreson Junior's casino. 
Find Whoreson Junior's hideout. 
Talk to Dijkstra about Whoreson's ties to the Redanians. 
Talk to Vernon Roche in the partisan camp. 
Meet Roche by the bridge in Oxenfurt. 
Enter the chess club with Roche. 
Get inside Whoreson's hideout. 
Kill Whoreson Junior's guards. 
Search the guards' bodies 
The next two objectives are mutually exclusive: 
Search Whoreson Junior's residence. 
Deal with Whoreson Junior (either spare him or kill him) 
Tell Priscilla about your talk with Whoreson Junior.";xperx to the bathhouse xorgx talk to Sigi xperx . Get undressed xorgx put your clothing in the dresser . Follow Happen . Defeat the assassins . Visit Whoreson Junior 's arena . xmiscx Whoreson Junior 's casino . xmiscx Whoreson Junior 's hideout . Talk to xperx about Whoreson 's ties to the Redanians . Talk to Vernon xperx in the partisan camp . Meet xperx by the bridge in xlocx . Enter the chess club with xperx . Get inside Whoreson 's hideout . xorgx Whoreson Junior 's guards . Search the guards ' bodies xlocx next two objectives are mutually exclusive : Search Whoreson Junior 's residence . Deal with Whoreson Junior ( either spare him or kill him ) Tell xperx about your talk with Whoreson Junior .
wicher_contracts;20896;Hunting a Witch;"Find the witch on your own or ask the residents of Midcopse about her. 
If Geralt talks to the residents: 
Find the witch's hut. 
Talk to the witch in her hut. 
Search the hut using your Witcher Senses. 
Enter the portal in the witch's hut. 
Find the witch.";xmiscx the witch on your own or ask the residents xmiscx xorgx about her . If xperx talks to the residents : xmiscx the witch 's hut . Talk to the witch in her hut . Search the hut using your Witcher Senses . Enter the portal in the witch 's hut . xmiscx the witch .
wicher_contracts;20887;Imperial Audience;"Get dressed and talk to the chamberlain. 
Follow the chamberlain. 
Talk to Yennefer. 
Retrieve your equipment from the chamberlain.";Get dressed xorgx talk to the chamberlain . Follow the chamberlain . Talk to xorgx . Retrieve your equipment from the chamberlain .
wicher_contracts;20888;In Ciri's Footsteps;"Find out if Ciri is in Velen. 
Find out if Ciri is in Novigrad. 
Find out if Ciri is in Skellige.";xmiscx out if xperx is in xlocx . xmiscx out if xperx is in xlocx . xmiscx out if xperx is in xorgx .
wicher_contracts;20735;Kaer Morhen (quest);"Use your Witcher Senses to find the key to the bedroom door. 
Go to the lower level. 
Talk to Ciri. 
(Optional) Join Ciri in a run along the ramparts down to the lower courtyard. 
(Optional) Draw your sword. 
(Optional) Aim at Vesemir and mark him as your target. 
(Optional) Perform a series of fast attacks. 0/3 
(Optional) Perform a series of strong attacks. 0/3 
(Optional) Perform a series of dodges. 0/2 
(Optional) Roll out of the way of Vesemir's blows. 0/2";Use your Witcher Senses to find the key to the bedroom door . xperx to the lower level . Talk to xperx . ( Optional ) Join xperx in a run along the ramparts down to the lower courtyard . ( Optional ) Draw your sword . ( Optional ) Aim at xperx xorgx mark him as your target . ( Optional ) Perform a series xmiscx fast attacks . 0/3 ( Optional ) Perform a series xmiscx strong attacks . 0/3 ( Optional ) Perform a series xmiscx dodges . 0/2 ( Optional ) Roll out xmiscx the way xmiscx xperx 's blows . 0/2
wicher_contracts;20842;Ladies of the Wood;"Find the Crones of Crookback Bog. 
Read ""The Ladies of the Wood."" 
Use your Witcher Senses to find the shrine that marks the start of the Trail of Treats. 
Go to the hut and talk to the boy. 
Find a way to lure Gran away from the hut. 
Ask the children in the swamp village about Johnny. 
If Geralt plays hide and seek: 
Look for Johnny in the swamp using your Witcher Senses. 
Find Johnny's footprints. 
Follow Johnny's footprints using your Witcher Senses. 
Lure Johnny out of his burrow. 
Follow Johnny. 
Defeat the monsters. 
Follow Johnny. 
If Geralt hadn't yet retrieved the bottle: 
Give the bottle to Johnny. 
Follow Johnny to the swamp village. 
Defeat the monsters. 
Follow Johnny to the swamp village. 
Talk to the ealdorman of Downwarren about the village's problems. 
If Geralt didn't yet do The Whispering Hillock: 
Solve Downwarren's problem. 
Put the ealdorman's payment on the stone.";xmiscx the Crones xmiscx Crookback Bog . Read `` xlocx Ladies xmiscx the Wood . '' Use your Witcher Senses to find the shrine that marks the start xmiscx the Trail xmiscx Treats . xperx to the hut xorgx talk to the boy . xmiscx a way to lure xperx away from the hut . Ask the children in the swamp village about xperx . If xperx plays hide xorgx seek : Look for xperx in the swamp using your Witcher Senses . xmiscx xperx 's footprints . Follow xperx 's footprints using your Witcher Senses . Lure xperx out xmiscx his burrow . Follow xperx . Defeat the monsters . Follow xperx . If xperx had n't yet retrieved the bottle : Give the bottle to xperx . Follow xperx to the swamp village . Defeat the monsters . Follow xperx to the swamp village . Talk to the ealdorman xmiscx xlocx about the village 's problems . If xperx did n't yet do xlocx Whispering Hillock : Solve xlocx 's problem . Put the ealdorman 's payment on the stone .
wicher_contracts;20663;Lilac and Gooseberries;"Kill the ghouls. 
Follow Vesemir. 
Go to the tavern in White Orchard. 
Ask travelers about Yennefer. 
Ask the Nilfgaardians about Yennefer. 
Complete the griffin contract. 
Prepare to leave White Orchard with Vesemir.";xorgx the ghouls . Follow xperx . xperx to the tavern in xmiscx Orchard . Ask travelers about xorgx . Ask the Nilfgaardians about xorgx . Complete the griffin contract . Prepare to leave xmiscx Orchard with xperx .
wicher_contracts;24662;Missing Persons;"Meet Yennefer on Hindarsfjall. (only shows if you didn't go with her right away) 
Follow Yennefer to Lofoten. 
Enter Freya's garden and look for Craven.";Meet xorgx on xlocx . ( only shows if you did n't go with her right away ) Follow xorgx to xlocx . Enter xperx 's garden xorgx look for xperx .
wicher_contracts;24663;Nameless;"Search for signs of Craven near the sacred tree using your Witcher Senses. 
Follow Craven's footsteps using your Witcher Senses. 
Explore the further parts of the herbarium. 
Use the lever to open the flood gates so you can continue further. 
Jump into the well. 
Get past the barricaded doors. 
Find Craven using your Witcher Senses";Search for signs xmiscx xperx near the sacred tree using your Witcher Senses . Follow xperx 's footsteps using your Witcher Senses . Explore the further parts xmiscx the herbarium . Use the lever to open the flood gates so you can continue further . Jump into the well . Get past the barricaded doors . xmiscx xperx using your Witcher Senses
